,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,p,z
0,0.6930710873778748,0.7497341585315046,0.7405594628052607,0.7300263901120693,0.7324990143416137,0.7386689558814749,0.7354972109574591,0.745999369361581,0.7341892556465139,0.7055286804716641,1.3016120782904992,1.3159054415340088,1.3159054415340088,1.6083288729860108,1.6083288729860108,1.6083288729860108,1.6083288729860108,1.1079527207670044,1.3159054415340088,1.6083288729860108,0.6112208541296857,0.7689037610204054
1,0.753756124869881,0.6837412927098319,0.7463863707735895,0.7326080528869741,0.7221807211537038,0.7275794571367433,0.7433614854372821,0.7271853104559254,0.6727981778861465,0.7139958767237548,1.3159054415340088,1.27290805755014,1.6083288729860108,1.6083288729860108,1.2657708026709267,1.6083288729860108,1.6083288729860108,1.3159054415340088,1.27290805755014,1.6083288729860108,0.3870797128243187,0.6512971394414694
2,0.7185306250295056,0.7149196001544253,0.7221039130180681,0.7259505272543162,0.6830018852534309,0.7317237508538366,0.7247153576931953,0.650578106042928,0.7229271158095604,0.7328328400525425,1.6083288729860108,1.3159054415340088,1.5503943144697134,1.3159054415340088,1.5557765147835045,1.5458657006711243,1.3159054415340088,1.2495251602356232,1.3159054415340088,1.262107871246588,0.30197871143019966,0.5691066916763139
3,0.674210723892985,0.7383494842517803,0.7424525854754379,0.661326126932463,0.7223506071381861,0.6801681822155438,0.6456512121128539,0.643213647771919,0.7459411005679609,0.6690905062322839,1.4911237838106108,1.5351949597783838,1.267359085677556,1.2495251602356232,1.3159054415340088,1.5557765147835045,1.4640419586610838,1.2326540418041574,1.6083288729860108,1.1940436084185202,0.2757653039378618,0.5026193302705071
4,0.6190429163353262,0.7331413284107735,0.626638349776802,0.6386620235818226,0.7323276995570411,0.657388530345177,0.6705788575519601,0.6113434517539164,0.634420833567017,0.7502879988948088,1.4140720598335417,1.5428004652815308,1.4257593135581996,1.4453277894930021,1.6083288729860108,1.182366402460407,1.4952235585074707,1.4064096575719698,1.1828528326918952,1.5405180874317739,0.2604146880450392,0.4557324891846996
5,0.6299447665240674,0.6203946520955442,0.6667752301984249,0.6292154795085187,0.6610669658322438,0.660285092262748,0.6503570319233738,0.634205487857398,0.6900066551069418,0.6308578626301612,1.4311026311600539,1.4284258146326734,1.2009788043791703,1.4108961980639196,1.1993567154857998,1.4475738472679824,1.1978525116317957,1.4252675240058803,1.4977350854261875,1.445381998618043,0.240448892050953,0.4417540708778853
6,0.6167162250212692,0.6443229315407638,0.6159613841269774,0.6081621098780019,0.6247414207587833,0.6811341582693269,0.5995486890095896,0.5955178371589159,0.6113189009471147,0.649855162300203,1.4333784018070188,1.1728172037251898,1.1613529036449042,1.4108961980639196,1.425777904827624,1.448289851894854,1.4105535794787618,1.1312317007178974,1.4057666966334448,1.1957275899482025,0.16928205522257783,0.409500338594317
7,0.6498233825956795,0.5972022247399201,0.6070209924934379,0.648051231443872,0.6263026681863127,0.590965909893312,0.6205572091875541,0.6477656116124226,0.617245217383058,0.6016588885825164,1.1797563528263353,1.1379662294675947,1.3874308680260388,1.4199554343188137,1.4428495949915956,1.1382698666392115,1.3911773881206644,1.4252675240058803,1.1359512964038396,1.4203670431000475,0.11675902316694226,0.38721174760723315
8,0.6185193607698846,0.6195347466925232,0.5891751204606633,0.6072203778774795,0.5845674710947077,0.5882156745250791,0.5880394942699732,0.611608488818086,0.6139096778693487,0.6086859688793443,1.4003830822943057,1.1687120301540055,1.1226043192314445,1.1236405535626932,1.3806224643980833,1.3804293052599894,1.3838648756436676,1.1407327788164752,1.1312266623709402,1.3884942959759226,0.09656150915789996,0.36199309115701367
9,0.5919194861095678,0.6196735072229023,0.615078226525007,0.5892795582142663,0.6148005629907933,0.6047130935699182,0.603474584110082,0.5861668419298097,0.5954411003503778,0.6312700007709396,1.127323769157401,1.412588262637544,1.1425118534307381,1.113339834044636,1.1443512094041184,1.3624236322572763,1.117047915977836,1.1194726546203624,1.3682381976674953,1.13068611615841,0.20067394973135005,0.3658518173516847
