,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,p,z
0,1.6083288729860108,1.3541644364930052,1.6083288729860108,1.3159054415340088,1.3541644364930052,1.1079527207670044,1.3159054415340088,1.3541644364930052,1.3016120782904992,1.3541644364930052,0.6112208541296857,0.7689037610204054
1,1.6083288729860108,1.6083288729860108,1.671514075770651,1.3159054415340088,1.6310863986509119,1.3159054415340088,1.3676024256305326,1.5557765147835045,1.6083288729860108,1.3159054415340088,0.42949600757953244,0.6507013575787982
2,1.6083288729860108,1.3159054415340088,1.6083288729860108,1.5557765147835045,1.6083288729860108,1.6083288729860108,1.2494043658997844,1.2494043658997844,1.27290805755014,1.6083288729860108,0.27209874687756863,0.5872112316769043
3,1.3574297840946874,1.27290805755014,1.23640523627251,1.3413129639483483,1.3676024256305326,1.6083288729860108,1.328313834321074,1.3441382142691187,1.364816655598704,1.5812881105167047,0.34816990613598947,0.5367037485398894
4,1.4044009024048836,1.618961717568145,1.364816655598704,1.3676024256305326,1.2794461915120081,1.521071784485883,1.5557765147835045,1.4983142588209821,1.3288080178128565,1.2779295788331886,0.21797681547416461,0.47813578561415276
5,1.308338918928036,1.290928708460463,1.6122031186326493,1.3054381328653402,1.3216243427930572,1.614100073494613,1.3131766381868475,1.5666364324754132,1.5995771085286037,1.610646989769227,0.17504093847363464,0.4393388174867567
6,1.5862894550001285,1.2852340255680585,1.328313834321074,1.2640883717935327,1.3346234724203314,1.5343352883489072,1.2577979707262783,1.6393825114924259,1.5408879726690394,1.3178020825384587,0.11676597421614848,0.4225012014584469
7,1.5520810685598585,1.2648166272571513,1.2662666342114592,1.5768153265756992,1.2883867336242634,1.5854087876498386,1.6234946863924238,1.5961270676994943,1.581804205580194,1.5955354957243046,0.26410487575333264,0.41147347053218813
8,1.5813410836161277,1.5519893860962626,1.5722252807794943,1.2973792575249747,1.2454169651813156,1.5791138037252979,1.3196896371644782,1.5827812383916915,1.2976366578750231,1.2551788769859018,0.2412470134958225,0.38981211987383196
9,1.5261631180130284,1.5313384318273104,1.2868452764843352,1.5941935273942114,1.2898445261181475,1.569306213258508,1.5255689556430456,1.2882466678931308,1.575400440349257,1.5826068482533662,0.22430489843114298,0.38765855963646895
10,1.5793647692950195,1.5172648251295229,1.289381779808239,1.2830686509958877,1.2900603678105032,1.5739911247471747,1.5693934779758505,1.5284227158159909,1.295002831411384,1.5803894290858433,0.08385041907281568,0.3725861760747779
11,1.278827814284559,1.5770205051746269,1.5746880066820683,1.2832297781839423,1.5630117730144608,1.2408215348768599,1.249138693707205,1.569823642410093,1.563697990100676,1.5637341453510767,0.12433676049756728,0.3503501571055017
12,1.2347500068852724,1.5577786116919792,1.2384824571391742,1.2815299360358383,1.285403611381571,1.515766006453378,1.2819042705995487,1.2820247423472535,1.28251764452705,1.2420789676573618,0.17513312814466164,0.35764389243371814
13,1.2790784489680054,1.2829474203528137,1.2832297781839423,1.5580101120956569,1.5547848974711513,1.5598141808223849,1.2431072130074015,1.5472783102459613,1.2783920149459702,1.2721388279727746,0.07063936217692293,0.35303815317199655
14,1.5108090073499472,1.5479951144934243,1.5065364903361083,1.2784811721305975,1.2746482947113984,1.5479951144934243,1.2333178649884646,1.2784811721305975,1.2324713232331626,1.5548807785086873,0.1380246163711303,0.3495389617408735
